API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Dec 16 00:27:08 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2040-Jan-01 00:00:00.0000 TDB
Step-size       : 7200 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2462912.500000000, A.D. 2031-Feb-15 00:00:00.0000, -1.221678182938423E+08,  8.354174403801969E+07,  5.205959707379341E+03, -1.730818289642546E+01, -2.470079562086521E+01,  8.706233475628267E-04,
2462917.500000000, A.D. 2031-Feb-20 00:00:00.0000, -1.291682955220280E+08,  7.256192661105447E+07,  5.685039619896561E+03, -1.507875846322978E+01, -2.609844592908109E+01,  1.592019585546112E-03,
2462922.500000000, A.D. 2031-Feb-25 00:00:00.0000, -1.351783196736489E+08,  6.102370586779635E+07,  6.669235020320863E+03, -1.272841347648403E+01, -2.728163673167406E+01,  2.887993389057542E-03,
2462927.500000000, A.D. 2031-Mar-02 00:00:00.0000, -1.401536872222525E+08,  4.902313078724118E+07,  8.026384140107781E+03, -1.029439785942070E+01, -2.823937309717939E+01,  3.185528008264882E-03,
2462932.500000000, A.D. 2031-Mar-07 00:00:00.0000, -1.440645458766597E+08,  3.665653633836599E+07,  9.261891020268202E+03, -7.803658361159028E+00, -2.897737033089505E+01,  2.394593260630629E-03,
2462937.500000000, A.D. 2031-Mar-12 00:00:00.0000, -1.468903179672275E+08,  2.401715587499407E+07,  1.005006413409859E+04, -5.272609843689231E+00, -2.950362889220831E+01,  1.322377017633158E-03,
2462942.500000000, A.D. 2031-Mar-17 00:00:00.0000, -1.486149427476409E+08,  1.119553132558193E+07,  1.056913000219269E+04, -2.706021253314302E+00, -2.981983015923699E+01,  1.343202694007672E-03,
2462947.500000000, A.D. 2031-Mar-22 00:00:00.0000, -1.492244674318144E+08, -1.714575165599373E+06,  1.139175003256882E+04, -1.136890065176110E-01, -2.990973728689593E+01,  2.544089800570859E-03,
2462952.500000000, A.D. 2031-Mar-27 00:00:00.0000, -1.487141549108129E+08, -1.461194892407522E+07,  1.269568187816627E+04,  2.471874980049563E+00, -2.976086621066614E+01,  3.296655284641403E-03,
2462957.500000000, A.D. 2031-Apr-01 00:00:00.0000, -1.470946193055258E+08, -2.739504055620201E+07,  1.405747138977610E+04,  5.017327450981728E+00, -2.938344126643693E+01,  2.822528128849200E-03,
